10.7733 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1600, 900]. Using actual size
11.2844 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B390132190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B390132130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001B390123FD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001B3904BAC70>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1600,  900]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.2844 	EXP 	window1: mouseVisible = True
11.2844 	EXP 	window1: backgroundImage = ''
11.2845 	EXP 	window1: backgroundFit = 'none'
11.2853 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.2853 	EXP 	window1: recordFrameIntervals = False
11.4508 	EXP 	window1: recordFrameIntervals = True
11.6342 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
11.6342 	EXP 	window1: recordFrameIntervals = False
11.6343 	EXP 	window1: mouseVisible = False
12.4880 	EXP 	RDK: status = STARTED
12.4884 	EXP 	window1: mouseVisible = True
12.5613 	EXP 	Created Welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='Arabic', name='Welcome', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.5614 	EXP 	window1: mouseVisible = True
