9.4935 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1600, 900]. Using actual size
10.0116 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000286C3AC2280>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000286C3AC2220>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000286C3AC2070>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000286C3E3AD60>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1600,  900]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.0116 	EXP 	window1: mouseVisible = True
10.0116 	EXP 	window1: backgroundImage = ''
10.0116 	EXP 	window1: backgroundFit = 'none'
10.0125 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.0125 	EXP 	window1: recordFrameIntervals = False
10.1779 	EXP 	window1: recordFrameIntervals = True
10.3613 	EXP 	Screen (0) actual frame rate measured at 60.00Hz
10.3613 	EXP 	window1: recordFrameIntervals = False
10.3614 	EXP 	window1: mouseVisible = False
11.2173 	EXP 	RDK: status = STARTED
11.2178 	EXP 	window1: mouseVisible = True
11.2863 	EXP 	Created Welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='Arabic', name='Welcome', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.2864 	EXP 	window1: mouseVisible = True
11.2875 	EXP 	Created textBlank500 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textBlank500', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.2875 	EXP 	window1: mouseVisible = True
11.2884 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=0.3, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.06, 0.06]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.2895 	EXP 	Created dots = DotStim(__class__=<class 'psychopy.visual.dot.DotStim'>, autoLog=True, coherence=1.0, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, dir=1.0, dotLife=50.0, dotSize=7.0, element=None, fieldAnchor=UNKNOWN, fieldPos=array([0., 0.]), fieldShape='circle', fieldSize=array([1., 1.]), nDots=200, name='dots', noiseDots='direction', opacity=1.0, rgb=UNKNOWN, signalDots='same', speed=1.0, units='height', win=Window(...))
11.2895 	EXP 	window1: mouseVisible = True
11.2902 	EXP 	Created textBlank500 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textBlank500', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.2903 	EXP 	window1: mouseVisible = True
11.2910 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=0.3, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.06, 0.06]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.2911 	EXP 	window1: mouseVisible = True
11.2981 	EXP 	Created Goodbye = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Goodbye', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='任务结束，谢谢你的参加！\n\n请按“空格键”退出', units='height', win=Window(...), wrapWidth=1)
0.0474 	EXP 	Welcome: autoDraw = True
1.1481 	EXP 	Welcome: autoDraw = False
1.1481 	EXP 	textBlank500: autoDraw = True
1.1481 	EXP 	polygon: autoDraw = True
1.6500 	EXP 	Imported RDK.xlsx as conditions, 16 conditions, 5 params
1.6507 	EXP 	Created sequence: random, trialTypes=16, nReps=4, seed=None
1.6509 	EXP 	New trial (rep=0, index=0): {'Dotsspeed': 0.01, 'Dotsdirec': 270, 'Dotscoherence': 0.1, 'DotsNum': 1, 'corrAns': 'left'}
1.6547 	EXP 	textBlank500: autoDraw = False
1.6547 	EXP 	polygon: autoDraw = False
1.6547 	EXP 	textBlank500: autoDraw = False
1.6547 	EXP 	polygon: autoDraw = False
1.6547 	EXP 	dots: dir = 270.0
1.6547 	EXP 	dots: speed = 0.01
1.6547 	EXP 	dots: coherence = 0.1
1.6547 	EXP 	dots: autoDraw = True
6.6653 	EXP 	dots: autoDraw = False
6.6653 	EXP 	textBlank500: autoDraw = True
6.6653 	EXP 	polygon: autoDraw = True
7.1488 	EXP 	New trial (rep=0, index=1): {'Dotsspeed': 0.01, 'Dotsdirec': 180, 'Dotscoherence': 0.1, 'DotsNum': 1, 'corrAns': 'down'}
7.1651 	EXP 	textBlank500: autoDraw = False
7.1651 	EXP 	polygon: autoDraw = False
7.1651 	EXP 	dots: dir = 180.0
7.1651 	EXP 	dots: speed = 0.01
7.1651 	EXP 	dots: coherence = 0.1
7.1651 	EXP 	dots: autoDraw = True
8.6147 	EXP 	dots: autoDraw = False
8.6147 	EXP 	textBlank500: autoDraw = True
8.6147 	EXP 	polygon: autoDraw = True
9.0991 	EXP 	New trial (rep=0, index=2): {'Dotsspeed': 0.05, 'Dotsdirec': 180, 'Dotscoherence': 0.8, 'DotsNum': 1, 'corrAns': 'left'}
9.1148 	EXP 	textBlank500: autoDraw = False
9.1148 	EXP 	polygon: autoDraw = False
9.1148 	EXP 	textBlank500: autoDraw = False
9.1148 	EXP 	polygon: autoDraw = False
9.1148 	EXP 	dots: dir = 180.0
9.1148 	EXP 	dots: speed = 0.05
9.1148 	EXP 	dots: coherence = 0.8
9.1148 	EXP 	dots: autoDraw = True
9.7815 	EXP 	dots: autoDraw = False
9.7815 	EXP 	textBlank500: autoDraw = True
9.7815 	EXP 	polygon: autoDraw = True
10.2656 	EXP 	New trial (rep=0, index=3): {'Dotsspeed': 0.01, 'Dotsdirec': 0, 'Dotscoherence': 0.1, 'DotsNum': 1, 'corrAns': 'right'}
10.2813 	EXP 	textBlank500: autoDraw = False
10.2813 	EXP 	polygon: autoDraw = False
10.2813 	EXP 	textBlank500: autoDraw = False
10.2813 	EXP 	polygon: autoDraw = False
10.2813 	EXP 	dots: dir = 0.0
10.2813 	EXP 	dots: speed = 0.01
10.2813 	EXP 	dots: coherence = 0.1
10.2813 	EXP 	dots: autoDraw = True
12.6656 	EXP 	dots: autoDraw = False
12.6656 	EXP 	textBlank500: autoDraw = True
12.6656 	EXP 	polygon: autoDraw = True
13.1492 	EXP 	New trial (rep=0, index=4): {'Dotsspeed': 0.01, 'Dotsdirec': 180, 'Dotscoherence': 0.1, 'DotsNum': 1, 'corrAns': 'down'}
13.1650 	EXP 	textBlank500: autoDraw = False
13.1650 	EXP 	polygon: autoDraw = False
13.1650 	EXP 	textBlank500: autoDraw = False
13.1650 	EXP 	polygon: autoDraw = False
13.1650 	EXP 	dots: dir = 180.0
13.1650 	EXP 	dots: speed = 0.01
13.1650 	EXP 	dots: coherence = 0.1
13.1650 	EXP 	dots: autoDraw = True
15.6648 	EXP 	dots: autoDraw = False
15.6648 	EXP 	textBlank500: autoDraw = True
15.6648 	EXP 	polygon: autoDraw = True
